fill	x	y	xmin	xmax	ymin	ymax
#929292	2.75	0	2.625	2.875	-0.125	0.125
#262626	2.75	1	2.625	2.875	0.875	1.125
#595959	3	1	2.875	3.125	0.875	1.125
#828282	3.25	1.5	3.125	3.375	1.375	1.625
#FFFFFF	3	2.75	2.875	3.125	2.625	2.875
#404040	2.25	1	2.125	2.375	0.875	1.125
#6A6A6A	3	1.5	2.875	3.125	1.375	1.625
#C7C7C7	3.75	2.5	3.625	3.875	2.375	2.625
#929292	3.25	2	3.125	3.375	1.875	2.125
#828282	2.5	2	2.375	2.625	1.875	2.125
#3C3C3C	2.25	0	2.125	2.375	-0.125	0.125
#3C3C3C	1.75	1	1.625	1.875	0.875	1.125
#929292	3	2	2.875	3.125	1.875	2.125
#595959	2.75	2	2.625	2.875	1.875	2.125
#303030	2.5	0	2.375	2.625	-0.125	0.125
#3C3C3C	1.5	1	1.375	1.625	0.875	1.125
#FFFFFF	3.25	2.5	3.125	3.375	2.375	2.625
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#262626	2	1	1.875	2.125	0.875	1.125
#3C3C3C	2.5	1	2.375	2.625	0.875	1.125
#141414	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	2.75	2.5	2.625	2.875	2.375	2.625
#757575	2.5	1.5	2.375	2.625	1.375	1.625
#C7C7C7	2.75	2.25	2.625	2.875	2.125	2.375
#FFFFFF	3.5	2.75	3.375	3.625	2.625	2.875
#A8A8A8	2.75	1.5	2.625	2.875	1.375	1.625
#A8A8A8	2.25	1.5	2.125	2.375	1.375	1.625
#C7C7C7	2.25	2	2.125	2.375	1.875	2.125
#000000	1.75	0	1.625	1.875	-0.125	0.125
#000000	1.5	0	1.375	1.625	-0.125	0.125
#929292	2	1.5	1.875	2.125	1.375	1.625
#FFFFFF	2.75	3.25	2.625	2.875	3.125	3.375
#FFFFFF	2	2	1.875	2.125	1.875	2.125
#FFFFFF	3.25	1	3.125	3.375	0.875	1.125
#C7C7C7	2.25	2.5	2.125	2.375	2.375	2.625
#C7C7C7	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#525252	0.75	0	0.625	0.875	-0.125	0.125
#404040	1.25	0	1.125	1.375	-0.125	0.125
#A8A8A8	1.25	1	1.125	1.375	0.875	1.125
#6A6A6A	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	2.25	2.25	2.125	2.375	2.125	2.375
#C7C7C7	1	1	0.875	1.125	0.875	1.125
#FFFFFF	0.75	1	0.625	0.875	0.875	1.125
#C7C7C7	0.5	0	0.375	0.625	-0.125	0.125
