group	x	y	showSelected1
1	-20	24	97
1	-20	24	300
1	-20	24	117
1	-20	24	235
33	30	24	97
33	30	24	235
33	30	24	117
33	30	24	121
33	30	24	14
33	30	24	260
33	30	24	300
33	30	24	45
33	30	24	210
33	30	24	24
33	30	24	151
33	30	24	31
33	30	24	43
33	30	24	336
33	30	24	37
33	30	24	203
34	30	74	97
34	30	74	235
34	30	74	68
4	80	74	97
4	80	74	235
4	80	74	29
4	80	74	250
4	80	74	252
4	80	74	50
4	80	74	68
4	80	74	24
4	80	74	99
4	80	74	44
4	80	74	206
4	80	74	197
4	80	74	111
4	80	74	258
4	80	74	60
4	80	74	106
4	80	74	113
4	80	74	301
4	80	74	76
4	80	74	302
4	80	74	13
3	80	124	97
3	80	124	50
6	130	124	97
6	130	124	50
6	130	124	63
6	130	124	279
6	130	124	133
6	130	124	94
6	130	124	322
6	130	124	32
6	130	124	72
6	130	124	182
6	130	124	99
6	130	124	219
6	130	124	53
6	130	124	191
6	130	124	334
6	130	124	55
7	130	174	97
7	130	174	32
7	130	174	272
11	180	174	97
11	180	174	272
11	180	174	32
11	180	174	241
11	180	174	214
11	180	174	255
11	180	174	18
11	180	174	79
11	180	174	253
11	180	174	30
11	180	174	236
11	180	174	124
11	180	174	38
11	180	174	155
11	180	174	26
11	180	174	19
11	180	174	243
12	180	224	97
12	180	224	253
12	180	224	30
12	180	224	236
17	230	224	97
17	230	224	30
17	230	224	249
17	230	224	10
17	230	224	173
17	230	224	236
17	230	224	80
17	230	224	34
17	230	224	251
17	230	224	285
17	230	224	268
17	230	224	323
17	230	224	337
17	230	224	318
17	230	224	70
17	230	224	17
17	230	224	257
17	230	224	239
2	80	24	68
2	80	24	235
2	80	24	24
2	80	24	121
2	80	24	115
2	80	24	197
2	80	24	60
2	80	24	87
2	80	24	106
2	80	24	92
2	80	24	263
2	80	24	76
2	80	24	31
2	80	24	294
2	80	24	57
2	80	24	203
2	80	24	336
2	80	24	20
2	80	24	113
2	80	24	13
2	80	24	233
2	80	24	221
2	80	24	64
2	80	24	84
2	80	24	8
2	80	24	168
2	80	24	172
2	80	24	54
2	80	24	211
2	80	24	11
2	80	24	25
10	180	124	32
10	180	124	133
10	180	124	214
10	180	124	279
10	180	124	182
10	180	124	299
10	180	124	322
10	180	124	63
10	180	124	52
10	180	124	26
10	180	124	217
10	180	124	19
10	180	124	174
